chr	name	start	end	sample	celltype	sex	age	allelic_ratio	total_reads	median_allelic_ratio	min_total_reads
chrX	LOC108168486	8875481	8883190	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	40	1	12
chrX	LOC108168486	8875481	8883190	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	12	1	12
chrX	Lpar4	106920624	106933899	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	220	1	217
chrX	Lpar4	106920624	106933899	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	229	1	217
chrX	Lpar4	106920624	106933899	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	217	1	217
chrX	Lpar4	106920624	106933899	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	135	1	135
chrX	Lpar4	106920624	106933899	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	199	1	135
chrX	Lpar4	106920624	106933899	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	0,99	159	1	135
chrX	Lpar4	106920624	106933899	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	0,85	13	1	13
chrX	Lpar4	106920624	106933899	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	13	1	13
chrX	Lpar4	106920624	106933899	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	41	1	13
chrX	Lpar4	106920624	106933899	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	0,96	27	1	10
chrX	Lpar4	106920624	106933899	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	17	1	10
chrX	Lpar4	106920624	106933899	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	10	1	10
chrX	Lpar4	106920624	106933899	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	229	1	220
chrX	Lpar4	106920624	106933899	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	485	1	220
chrX	Lpar4	106920624	106933899	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	220	1	220
chrX	Lpar4	106920624	106933899	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	170	1	170
chrX	Lpar4	106920624	106933899	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	337	1	170
chrX	Lpar4	106920624	106933899	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	0,99	223	1	170
chrX	Lrch2	147470374	147554102	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	52	1	38
chrX	Lrch2	147470374	147554102	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	76	1	38
chrX	Lrch2	147470374	147554102	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	38	1	38
chrX	Lrch2	147470374	147554102	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	101	1	89
chrX	Lrch2	147470374	147554102	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	91	1	89
chrX	Lrch2	147470374	147554102	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	89	1	89
chrX	Lrch2	147470374	147554102	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	29	1	29
chrX	Lrch2	147470374	147554102	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	67	1	29
chrX	Lrch2	147470374	147554102	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	0,96	112	1	29
chrX	Lrch2	147470374	147554102	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	35	1	35
chrX	Lrch2	147470374	147554102	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	75	1	35
chrX	Lrch2	147470374	147554102	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	71	1	35
chrX	Maged1	94535473	94542074	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	424	1	424
chrX	Maged1	94535473	94542074	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	790	1	424
chrX	Maged1	94535473	94542074	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	573	1	424
chrX	Maged1	94535473	94542074	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	613	1	396
chrX	Maged1	94535473	94542074	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	396	1	396
chrX	Maged1	94535473	94542074	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	479	1	396
chrX	Maged1	94535473	94542074	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	277	1	243
chrX	Maged1	94535473	94542074	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	284	1	243
chrX	Maged1	94535473	94542074	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	243	1	243
chrX	Maged1	94535473	94542074	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	167	1	167
chrX	Maged1	94535473	94542074	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	201	1	167
chrX	Maged1	94535473	94542074	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	234	1	167
chrX	Maged1	94535473	94542074	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	187	1	187
chrX	Maged1	94535473	94542074	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	200	1	187
chrX	Maged1	94535473	94542074	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	213	1	187
chrX	Maged1	94535473	94542074	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	138	1	138
chrX	Maged1	94535473	94542074	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	195	1	138
chrX	Maged1	94535473	94542074	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	203	1	138
chrX	Maged1	94535473	94542074	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	76	1	76
chrX	Maged1	94535473	94542074	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	106	1	76
chrX	Maged1	94535473	94542074	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	0,99	134	1	76
chrX	Maged1	94535473	94542074	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	0,97	90	1	74
chrX	Maged1	94535473	94542074	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	74	1	74
chrX	Maged1	94535473	94542074	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	105	1	74
chrX	Maged2	150806420	150814340	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	1627	1	698
chrX	Maged2	150806420	150814340	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	698	1	698
chrX	Maged2	150806420	150814340	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	973	1	698
chrX	Maged2	150806420	150814340	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	720	1	720
chrX	Maged2	150806420	150814340	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	786	1	720
chrX	Maged2	150806420	150814340	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	1086	1	720
chrX	Maged2	150806420	150814340	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	98	1	48
chrX	Maged2	150806420	150814340	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	48	1	48
chrX	Maged2	150806420	150814340	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	166	1	48
chrX	Maged2	150806420	150814340	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	50	1	50
chrX	Maged2	150806420	150814340	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	102	1	50
chrX	Maged2	150806420	150814340	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	119	1	50
chrX	Maged2	150806420	150814340	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	376	1	176
chrX	Maged2	150806420	150814340	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	211	1	176
chrX	Maged2	150806420	150814340	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	176	1	176
chrX	Maged2	150806420	150814340	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	191	1	183
chrX	Maged2	150806420	150814340	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	183	1	183
chrX	Maged2	150806420	150814340	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	234	1	183
chrX	Maged2	150806420	150814340	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	111	1	64
chrX	Maged2	150806420	150814340	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	64	1	64
chrX	Maged2	150806420	150814340	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	144	1	64
chrX	Maged2	150806420	150814340	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	104	1	40
chrX	Maged2	150806420	150814340	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	129	1	40
chrX	Maged2	150806420	150814340	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	40	1	40
chrX	Magee1	105120377	105123961	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	0,99	105	0,98	105
chrX	Magee1	105120377	105123961	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	0,93	112	0,98	105
chrX	Magee1	105120377	105123961	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	0,98	196	0,98	105
chrX	Magee1	105120377	105123961	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	0,99	178	1	121
chrX	Magee1	105120377	105123961	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	121	1	121
chrX	Magee1	105120377	105123961	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	126	1	121
chrX	Magee1	105120377	105123961	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	90	1	54
chrX	Magee1	105120377	105123961	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	54	1	54
chrX	Magee1	105120377	105123961	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	70	1	54
chrX	Magee1	105120377	105123961	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	53	1	24
chrX	Magee1	105120377	105123961	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	24	1	24
chrX	Magee1	105120377	105123961	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	55	1	24
chrX	Mageh1	153036165	153037563	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	257	1	257
chrX	Mageh1	153036165	153037563	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	437	1	257
chrX	Mageh1	153036165	153037563	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	308	1	257
chrX	Mageh1	153036165	153037563	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	261	1	261
chrX	Mageh1	153036165	153037563	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	380	1	261
chrX	Mageh1	153036165	153037563	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	422	1	261
chrX	Mageh1	153036165	153037563	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	56	1	56
chrX	Mageh1	153036165	153037563	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	0,99	79	1	56
chrX	Mageh1	153036165	153037563	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	64	1	56
chrX	Mageh1	153036165	153037563	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	54	1	54
chrX	Mageh1	153036165	153037563	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	67	1	54
chrX	Mageh1	153036165	153037563	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	71	1	54
chrX	Mageh1	153036165	153037563	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	196	1	196
chrX	Mageh1	153036165	153037563	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	199	1	196
chrX	Mageh1	153036165	153037563	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	223	1	196
chrX	Mageh1	153036165	153037563	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	307	1	196
chrX	Mageh1	153036165	153037563	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	196	1	196
chrX	Mageh1	153036165	153037563	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	245	1	196
chrX	Magix	7673165	7681251	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	0,99	153	1	153
chrX	Magix	7673165	7681251	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	213	1	153
chrX	Magix	7673165	7681251	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	162	1	153
chrX	Magix	7673165	7681251	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	173	1	124
chrX	Magix	7673165	7681251	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	124	1	124
chrX	Magix	7673165	7681251	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	129	1	124
chrX	Magix	7673165	7681251	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	243	1	135
chrX	Magix	7673165	7681251	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	171	1	135
chrX	Magix	7673165	7681251	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	135	1	135
chrX	Magix	7673165	7681251	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	187	1	168
chrX	Magix	7673165	7681251	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	320	1	168
chrX	Magix	7673165	7681251	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	168	1	168
chrX	Magt1	105968083	106011899	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	499	1	462
chrX	Magt1	105968083	106011899	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	844	1	462
chrX	Magt1	105968083	106011899	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	462	1	462
chrX	Magt1	105968083	106011899	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	490	1	386
chrX	Magt1	105968083	106011899	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	386	1	386
chrX	Magt1	105968083	106011899	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	470	1	386
chrX	Magt1	105968083	106011899	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	486	1	445
chrX	Magt1	105968083	106011899	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	542	1	445
chrX	Magt1	105968083	106011899	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	445	1	445
chrX	Magt1	105968083	106011899	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	315	1	315
chrX	Magt1	105968083	106011899	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	450	1	315
chrX	Magt1	105968083	106011899	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	339	1	315
chrX	Magt1	105968083	106011899	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	300	1	300
chrX	Magt1	105968083	106011899	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	443	1	300
chrX	Magt1	105968083	106011899	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	436	1	300
chrX	Magt1	105968083	106011899	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	335	1	238
chrX	Magt1	105968083	106011899	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	358	1	238
chrX	Magt1	105968083	106011899	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	238	1	238
chrX	Magt1	105968083	106011899	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	322	1	322
chrX	Magt1	105968083	106011899	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	484	1	322
chrX	Magt1	105968083	106011899	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	633	1	322
chrX	Magt1	105968083	106011899	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	477	1	354
chrX	Magt1	105968083	106011899	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	354	1	354
chrX	Magt1	105968083	106011899	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	513	1	354
chrX	Mamld1	71050039	71156056	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	152	1	87
chrX	Mamld1	71050039	71156056	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	88	1	87
chrX	Mamld1	71050039	71156056	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	0,98	87	1	87
chrX	Mamld1	71050039	71156056	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	98	1	98
chrX	Mamld1	71050039	71156056	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	134	1	98
chrX	Mamld1	71050039	71156056	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	124	1	98
chrX	Mamld1	71050039	71156056	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	23	1	20
chrX	Mamld1	71050039	71156056	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	20	1	20
chrX	Mamld1	71050039	71156056	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	24	1	20
chrX	Mamld1	71050039	71156056	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	16	1	14
chrX	Mamld1	71050039	71156056	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	14	1	14
chrX	Mamld1	71050039	71156056	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	14	1	14
chrX	Mamld1	71050039	71156056	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	71	1	11
chrX	Mamld1	71050039	71156056	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	11	1	11
chrX	Mamld1	71050039	71156056	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	0,79	43	1	11
chrX	Mamld1	71050039	71156056	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	37	1	15
chrX	Mamld1	71050039	71156056	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	15	1	15
chrX	Mamld1	71050039	71156056	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	53	1	15
chrX	Maoa	16619697	16687812	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	34	1	18
chrX	Maoa	16619697	16687812	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	18	1	18
chrX	Maoa	16619697	16687812	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	26	1	18
chrX	Maoa	16619697	16687812	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	30	1	16
chrX	Maoa	16619697	16687812	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	16	1	16
chrX	Maoa	16619697	16687812	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	19	1	16
chrX	Maoa	16619697	16687812	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	12	1	12
chrX	Maoa	16619697	16687812	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	40	1	12
chrX	Maoa	16619697	16687812	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	52	1	12
chrX	Maoa	16619697	16687812	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	31	1	31
chrX	Maoa	16619697	16687812	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	33	1	31
chrX	Maoa	16619697	16687812	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	0,98	53	1	31
chrX	Maoa	16619697	16687812	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	86	1	52
chrX	Maoa	16619697	16687812	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	62	1	52
chrX	Maoa	16619697	16687812	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	52	1	52
chrX	Maoa	16619697	16687812	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	49	1	49
chrX	Maoa	16619697	16687812	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	71	1	49
chrX	Maoa	16619697	16687812	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	0,95	64	1	49
chrX	Maob	16709280	16817366	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	0,99	120	1	59
chrX	Maob	16709280	16817366	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	121	1	59
chrX	Maob	16709280	16817366	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	59	1	59
chrX	Maob	16709280	16817366	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	70	1	70
chrX	Maob	16709280	16817366	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	93	1	70
chrX	Maob	16709280	16817366	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	0,99	117	1	70
chrX	Maob	16709280	16817366	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	74	1	74
chrX	Maob	16709280	16817366	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	138	1	74
chrX	Maob	16709280	16817366	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	91	1	74
chrX	Maob	16709280	16817366	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	101	1	51
chrX	Maob	16709280	16817366	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	85	1	51
chrX	Maob	16709280	16817366	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	51	1	51
chrX	Map3k15	159988432	160123351	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	346	1	222
chrX	Map3k15	159988432	160123351	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	240	1	222
chrX	Map3k15	159988432	160123351	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	222	1	222
chrX	Map3k15	159988432	160123351	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	303	1	219
chrX	Map3k15	159988432	160123351	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	219	1	219
chrX	Map3k15	159988432	160123351	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	266	1	219
chrX	Map3k15	159988432	160123351	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	3024	1	2045
chrX	Map3k15	159988432	160123351	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	2045	1	2045
chrX	Map3k15	159988432	160123351	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	2955	1	2045
chrX	Map3k15	159988432	160123351	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	2759	1	2360
chrX	Map3k15	159988432	160123351	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	2458	1	2360
chrX	Map3k15	159988432	160123351	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	2360	1	2360
chrX	Map3k15	159988432	160123351	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	209	1	209
chrX	Map3k15	159988432	160123351	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	250	1	209
chrX	Map3k15	159988432	160123351	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	214	1	209
chrX	Map3k15	159988432	160123351	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	217	1	170
chrX	Map3k15	159988432	160123351	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	170	1	170
chrX	Map3k15	159988432	160123351	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	245	1	170
chrX	Map3k15	159988432	160123351	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	149	1	149
chrX	Map3k15	159988432	160123351	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	185	1	149
chrX	Map3k15	159988432	160123351	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	150	1	149
chrX	Map3k15	159988432	160123351	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	141	1	116
chrX	Map3k15	159988432	160123351	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	117	1	116
chrX	Map3k15	159988432	160123351	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	116	1	116
chrX	Mbtps2	157547821	157598715	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	21	1	21
chrX	Mbtps2	157547821	157598715	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	36	1	21
chrX	Mbtps2	157547821	157598715	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	56	1	21
chrX	Mbtps2	157547821	157598715	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	47	1	38
chrX	Mbtps2	157547821	157598715	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	52	1	38
chrX	Mbtps2	157547821	157598715	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	38	1	38
chrX	Mbtps2	157547821	157598715	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	0,98	40	1	22
chrX	Mbtps2	157547821	157598715	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	22	1	22
chrX	Mbtps2	157547821	157598715	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	35	1	22
chrX	Mbtps2	157547821	157598715	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	37	1	34
chrX	Mbtps2	157547821	157598715	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	34	1	34
chrX	Mbtps2	157547821	157598715	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	35	1	34
chrX	Mbtps2	157547821	157598715	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	72	1	58
chrX	Mbtps2	157547821	157598715	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	0,98	58	1	58
chrX	Mbtps2	157547821	157598715	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	60	1	58
chrX	Mbtps2	157547821	157598715	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	28	1	25
chrX	Mbtps2	157547821	157598715	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	27	1	25
chrX	Mbtps2	157547821	157598715	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	25	1	25
chrX	Mbtps2	157547821	157598715	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	0,98	53	0,98	35
chrX	Mbtps2	157547821	157598715	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	0,97	37	0,98	35
chrX	Mbtps2	157547821	157598715	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	35	0,98	35
chrX	Mbtps2	157547821	157598715	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	44	1	40
chrX	Mbtps2	157547821	157598715	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	40	1	40
